method,route,name,handler,global_filters,local_filters,classification,status,reason,recommended_action,handler_namespace_review,cli_route
GET,API/Broker/fetchRobinhoodNotifications,»,\App\Modules\APIs\Controllers\BrokerAPIController::fetchRobinhoodNotifications,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/fetchRobinhoodACHRelationships/([^/]+),»,\App\Modules\APIs\Controllers\BrokerAPIController::fetchRobinhoodACHRelationships/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/fetchRobinhoodACHRelationships,»,\App\Modules\APIs\Controllers\BrokerAPIController::fetchRobinhoodACHRelationships,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/fetchRobinhoodCryptoAccounts/([^/]+),»,\App\Modules\APIs\Controllers\BrokerAPIController::fetchRobinhoodCryptoAccounts/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/fetchRobinhoodCryptoAccounts,»,\App\Modules\APIs\Controllers\BrokerAPIController::fetchRobinhoodCryptoAccounts,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/fetchRobinhoodCryptoPositions/([^/]+),»,\App\Modules\APIs\Controllers\BrokerAPIController::fetchRobinhoodCryptoPositions/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/fetchRobinhoodCryptoPositions,»,\App\Modules\APIs\Controllers\BrokerAPIController::fetchRobinhoodCryptoPositions,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/fetchRobinhoodCryptoPortfolio/([^/]+),»,\App\Modules\APIs\Controllers\BrokerAPIController::fetchRobinhoodCryptoPortfolio/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/fetchRobinhoodCryptoPortfolio,»,\App\Modules\APIs\Controllers\BrokerAPIController::fetchRobinhoodCryptoPortfolio,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/fetchRobinhoodCryptoOrders/([^/]+),»,\App\Modules\APIs\Controllers\BrokerAPIController::fetchRobinhoodCryptoOrders/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/fetchRobinhoodCryptoOrders,»,\App\Modules\APIs\Controllers\BrokerAPIController::fetchRobinhoodCryptoOrders,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/fetchRobinhoodCryptoOrderDetails/([^/]+),»,\App\Modules\APIs\Controllers\BrokerAPIController::fetchRobinhoodCryptoOrderDetails/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/fetchRobinhoodCryptoOrderDetails,»,\App\Modules\APIs\Controllers\BrokerAPIController::fetchRobinhoodCryptoOrderDetails,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/fetchRobinhoodCryptoTransactions/([^/]+),»,\App\Modules\APIs\Controllers\BrokerAPIController::fetchRobinhoodCryptoTransactions/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/fetchRobinhoodCryptoTransactions,»,\App\Modules\APIs\Controllers\BrokerAPIController::fetchRobinhoodCryptoTransactions,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/fetchRobinhoodCryptoQuotes/([^/]+),»,\App\Modules\APIs\Controllers\BrokerAPIController::fetchRobinhoodCryptoQuotes/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/fetchRobinhoodCryptoQuotes,»,\App\Modules\APIs\Controllers\BrokerAPIController::fetchRobinhoodCryptoQuotes,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/summary,»,\App\Modules\APIs\Controllers\BudgetAPIController::summary,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/credit,»,\App\Modules\APIs\Controllers\BudgetAPIController::credit,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/available,»,\App\Modules\APIs\Controllers\BudgetAPIController::available,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/repayment,»,\App\Modules\APIs\Controllers\BudgetAPIController::repayment,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/categories,»,\App\Modules\APIs\Controllers\BudgetAPIController::categories,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/transactions,»,\App\Modules\APIs\Controllers\BudgetAPIController::transactions,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/goals,»,\App\Modules\APIs\Controllers\BudgetAPIController::goals,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/insights,»,\App\Modules\APIs\Controllers\BudgetAPIController::insights,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/trends,»,\App\Modules\APIs\Controllers\BudgetAPIController::trends,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/net-worth,»,\App\Modules\APIs\Controllers\BudgetAPIController::netWorth,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/cash-flow,»,\App\Modules\APIs\Controllers\BudgetAPIController::cashFlow,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/budgets,»,\App\Modules\APIs\Controllers\BudgetAPIController::budgets,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/savings-goals,»,\App\Modules\APIs\Controllers\BudgetAPIController::savingsGoals,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/investment-accounts,»,\App\Modules\APIs\Controllers\BudgetAPIController::investmentAccounts,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/linked-accounts,»,\App\Modules\APIs\Controllers\BudgetAPIController::linkedAccounts,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/add-linked-account,»,\App\Modules\APIs\Controllers\BudgetAPIController::addLinkedAccount,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/remove-linked-account/([^/]+),»,\App\Modules\APIs\Controllers\BudgetAPIController::removeLinkedAccount/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/refresh-linked-account/([^/]+),»,\App\Modules\APIs\Controllers\BudgetAPIController::refreshLinkedAccount/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/Data,»,\App\Modules\APIs\Controllers\BudgetAPIController::apiBudgetData,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/Credit,»,\App\Modules\APIs\Controllers\BudgetAPIController::apiCreditData,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/Available,»,\App\Modules\APIs\Controllers\BudgetAPIController::apiAvailableData,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/Repayment,»,\App\Modules\APIs\Controllers\BudgetAPIController::apiRepaymentSummary,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/getUserBudgetRecords,»,\App\Modules\APIs\Controllers\BudgetController::getUserBudgetRecords,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/getUserCreditBalances,»,\App\Modules\APIs\Controllers\BudgetController::getUserCreditBalances,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/getUserAvailableBalances,»,\App\Modules\APIs\Controllers\BudgetController::getUserAvailableBalances,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Budget/getUserRepaymentSummary,»,\App\Modules\APIs\Controllers\BudgetController::getUserRepaymentSummary,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/ContentEngine/topIdeas,»,\App\Modules\APIs\Controllers\ContentEngineAPIController::topIdeas,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/ContentEngine/posts,»,\App\Modules\APIs\Controllers\ContentEngineAPIController::posts,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/ContentEngine/posts/([0-9]+),»,\App\Modules\APIs\Controllers\ContentEngineAPIController::posts/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/DripCampaign/click/([^/]+),»,\App\Modules\APIs\Controllers\DripCampaignAPIController::click/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/DripCampaign/Enroll/([0-9]+),»,\App\Modules\APIs\Controllers\DripCampaignAPIController::enrollUser/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/DripCampaign/open/([^/]+),»,\App\Modules\APIs\Controllers\DripCampaignAPIController::open/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/DripCampaign/processBatch,»,\App\Modules\APIs\Controllers\DripCampaignAPIController::processBatch,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Email/autoScheduleDraftCampaigns,»,\App\Modules\APIs\Controllers\EmailAPIController::autoScheduleDraftCampaigns,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Email/cloneCampaign/([0-9]+),»,\App\Modules\APIs\Controllers\EmailAPIController::cloneCampaign/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Email/cancelScheduledCampaign/([0-9]+),»,\App\Modules\APIs\Controllers\EmailAPIController::cancelScheduledCampaign/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Email/fetchCampaignAnalytics,»,\App\Modules\APIs\Controllers\EmailAPIController::fetchCampaignAnalytics,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Email/fetchQueuedEmails,»,\App\Modules\APIs\Controllers\EmailAPIController::fetchQueuedEmails,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Email/fetchQueuedEmailById/([0-9]+),»,\App\Modules\APIs\Controllers\EmailAPIController::fetchQueuedEmailById/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Email/getAllCampaigns,»,\App\Modules\APIs\Controllers\EmailAPIController::getAllCampaigns,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Email/getCampaignMetrics/([0-9]+),»,\App\Modules\APIs\Controllers\EmailAPIController::getCampaignMetrics/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Email/getCampaignStats/([0-9]+),»,\App\Modules\APIs\Controllers\EmailAPIController::getCampaignStats/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Email/getEmailQueueStats,»,\App\Modules\APIs\Controllers\EmailAPIController::getEmailQueueStats,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Email/getEmailQueueTrend,»,\App\Modules\APIs\Controllers\EmailAPIController::getEmailQueueTrend,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Email/processScheduledCampaigns,»,\App\Modules\APIs\Controllers\EmailAPIController::processScheduledCampaigns,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Email/sendMassTestCampaign,»,\App\Modules\APIs\Controllers\EmailAPIController::sendMassTestCampaign,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Email/trackBounceWebhook,»,\App\Modules\APIs\Controllers\EmailAPIController::trackBounceWebhook,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Email/unsubscribe/(.*),»,\App\Modules\APIs\Controllers\EmailAPIController::unsubscribe/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/eSports/event/([0-9]+),»,\App\Modules\APIs\Controllers\EsportsAPIController::getEvent/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/eSports/events,»,\App\Modules\APIs\Controllers\EsportsAPIController::listEvents,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Investments,»,\App\Modules\APIs\Controllers\InvestmentsAPIController:index,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Investments/getInvestmentData/([^/]+),»,\App\Modules\APIs\Controllers\InvestmentsAPIController::getInvestmentData/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Investments/searchTickers,»,\App\Modules\APIs\Controllers\InvestmentsAPIController::searchTickers,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Investments/news,»,\App\Modules\APIs\Controllers\InvestmentsAPIController::listNews,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Investments/news/([0-9]+),»,\App\Modules\APIs\Controllers\InvestmentsAPIController::getNews/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Investments/getForecastHighlights,»,\App\Modules\APIs\Controllers\InvestmentsAPIController::getForecastHighlights,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Marketing/downloadVoiceover/(.*),»,\App\Modules\APIs\Controllers\MarketingAPIController::downloadVoiceover/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Marketing/distributeHighScoreContent,»,\App\Modules\APIs\Controllers\MarketingAPIController::distributeHighScoreContent,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Marketing/emailPostForApproval/([0-9]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::emailPostForApproval/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Marketing/fetchBufferPaginated,»,\App\Modules\APIs\Controllers\MarketingAPIController::fetchBufferPaginated,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Marketing/fetchFinalizedSummariesBlock,»,\App\Modules\APIs\Controllers\MarketingAPIController::fetchFinalizedSummariesBlock,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Marketing/fetchGeneratedSummaries,»,\App\Modules\APIs\Controllers\MarketingAPIController::fetchGeneratedSummaries,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
