method,route,name,handler,global_filters,local_filters,classification,status,reason,recommended_action,handler_namespace_review,cli_route,gt001d_classification,owner_review_note
GET,API/Marketing/Manual-Content/Form,»,\App\Modules\APIs\Controllers\MarketingAPIController::shortLongContentForm,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/testGenerateDailyDigest,»,\App\Modules\APIs\Controllers\MarketingAPIController::testGenerateDailyDigest,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/testGenerateFromTempEmail/([0-9]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::testGenerateFromTempEmail/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/testTfIdfEdgeCases,»,\App\Modules\APIs\Controllers\MarketingAPIController::testTfIdfEdgeCases,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/testGenerateSummarizerHarness,»,\App\Modules\APIs\Controllers\MarketingAPIController::testGenerateSummarizerHarness,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/Timeline/([^/]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::timeline/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Timeline,»,\App\Modules\APIs\Controllers\MarketingAPIController::viewTimelineGrouped,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/triggerPostAutogenOnEmpty,»,\App\Modules\APIs\Controllers\MarketingAPIController::triggerPostAutogenOnEmpty,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/processPendingNotifications,»,\App\Modules\APIs\Controllers\MarketingAPIController::processPendingNotifications,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/processPendingTempScraper,»,\App\Modules\APIs\Controllers\MarketingAPIController::processPendingTempScraper,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/processPendingCampaigns,»,\App\Modules\APIs\Controllers\MarketingAPIController::processPendingCampaigns,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/processPendingGeneratedContent,»,\App\Modules\APIs\Controllers\MarketingAPIController::processPendingGeneratedContent,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/distributionSummary,»,\App\Modules\APIs\Controllers\MarketingAPIController::distributionSummary,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/distributionHistory/([0-9]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::distributionHistory/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/distributionFailedSummary,»,\App\Modules\APIs\Controllers\MarketingAPIController::distributionFailedSummary,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/distributionChannelTotals,»,\App\Modules\APIs\Controllers\MarketingAPIController::distributionChannelTotals,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/retryDistributionTargets,»,\App\Modules\APIs\Controllers\MarketingAPIController::retryDistributionTargets,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/retryDistributionTargets/([0-9]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::retryDistributionTargets/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/runMarketingPipeline,»,\App\Modules\APIs\Controllers\MarketingAPIController::runMarketingPipeline,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing,»,\App\Modules\APIs\Controllers\MarketingAPIController::index,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Add/([^/]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::add/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Approve-Content/([0-9]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::approveContent/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Blog-Creator,»,\App\Modules\APIs\Controllers\MarketingAPIController::blogCreator,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Blogs,»,\App\Modules\APIs\Controllers\MarketingAPIController::blogs,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Campaigns,»,\App\Modules\APIs\Controllers\MarketingAPIController::campaigns,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,OWNER_REVIEW_REQUIRED,Route ownership/caller must be confirmed before guard selection.
GET,API/Marketing/Content-Review,»,\App\Modules\APIs\Controllers\MarketingAPIController::contentReview,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Content/Generator,»,\App\Modules\APIs\Controllers\MarketingAPIController::contentGenerator,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Content/Listing,»,\App\Modules\APIs\Controllers\MarketingAPIController::contentListing,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Daily-Log,»,\App\Modules\APIs\Controllers\MarketingAPIController::viewDailyLogs,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Edit-Content/([0-9]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::editContent/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Email/(.*)/(.*),»,\App\Modules\APIs\Controllers\MarketingAPIController::viewEmail/$1/$2,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/fetchEmails,»,\App\Modules\APIs\Controllers\MarketingAPIController::fetchEmails,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Financial-News,»,\App\Modules\APIs\Controllers\MarketingAPIController::financialNews,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/generateContent,»,\App\Modules\APIs\Controllers\MarketingAPIController::generateContent,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/generateNewsletter,»,\App\Modules\APIs\Controllers\MarketingAPIController::generateNewsletterContent,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/getRecentScrapes,»,\App\Modules\APIs\Controllers\MarketingAPIController::getRecentScrapes,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/Grouped-Content-Drafts,»,\App\Modules\APIs\Controllers\MarketingAPIController::generateGroupedContentDrafts,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/Ideas,»,\App\Modules\APIs\Controllers\MarketingAPIController::ideas,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Post-Creator,»,\App\Modules\APIs\Controllers\MarketingAPIController::postCreator,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/previewGeneratedPost/([0-9]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::previewGeneratedPost/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/Promote,»,\App\Modules\APIs\Controllers\MarketingAPIController::promote,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Promote/([^/]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::promote,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Research,»,\App\Modules\APIs\Controllers\AlertsAPIController::research,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/RunContentGeneration,»,\App\Modules\APIs\Controllers\Management\MarketingAPIController::runContentGeneration,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/Quick-Scraper,»,\App\Modules\APIs\Controllers\MarketingAPIController::standaloneScrape,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/Reject-Content/([0-9]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::rejectContent/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,HIGH_RISK_MUTATION_API_TOKEN_CANDIDATE,Likely requires API token plus owner review before route edit.
GET,API/Marketing/Schedule,»,\App\Modules\APIs\Controllers\MarketingAPIController::schedule,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Schedule/([^/]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::schedule/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/scheduleNewsletters,»,\App\Modules\APIs\Controllers\MarketingAPIController::scheduleNewsletterCampaign,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,OWNER_REVIEW_REQUIRED,Route ownership/caller must be confirmed before guard selection.
GET,API/Marketing/submitDailyLog,»,\App\Modules\APIs\Controllers\MarketingAPIController::submitDailyLog,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/sendNotification,»,\App\Modules\APIs\Controllers\MarketingAPIController::sendNotification,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/sendNewsletter,»,\App\Modules\APIs\Controllers\MarketingAPIController::sendScheduleNewsletter,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Communities,»,\App\Modules\APIs\Controllers\MarketingAPIController::communities,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Test,»,\App\Modules\APIs\Controllers\MarketingAPIController::test,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Twitter,»,\App\Modules\APIs\Controllers\MarketingAPIController::twitterDashboard,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Video-Creator,»,\App\Modules\APIs\Controllers\MarketingAPIController::videoCreator,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/View-Email/([^/]+)/([^/]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::viewEmail/$1/$2,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/View-Grouped-Summaries,»,\App\Modules\APIs\Controllers\MarketingAPIController::View-Grouped-Summaries,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/MyMI-Gold/Tasks/Add,»,\App\Modules\APIs\Controllers\WalletsAPIController::addUserGoldTasks,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Email-Templates/create,»,\App\Modules\APIs\Controllers\EmailTemplateController::create,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,OWNER_REVIEW_REQUIRED,Route ownership/caller must be confirmed before guard selection.
GET,API/Marketing/Email-Queue,»,\App\Modules\APIs\Controllers\EmailQueueController::index,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,OWNER_REVIEW_REQUIRED,Route ownership/caller must be confirmed before guard selection.
GET,API/Marketing/Email-Queue/create,»,\App\Modules\APIs\Controllers\EmailQueueController::create,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,OWNER_REVIEW_REQUIRED,Route ownership/caller must be confirmed before guard selection.
GET,API/Marketing/getPlatforms,»,\App\Modules\APIs\Controllers\ManagementAPIController::getPlatforms,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,OWNER_REVIEW_REQUIRED,Route ownership/caller must be confirmed before guard selection.
GET,API/Marketing/getPlatformRules/([^/]+),»,\App\Modules\APIs\Controllers\ManagementAPIController::getPlatformRules/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,OWNER_REVIEW_REQUIRED,Route ownership/caller must be confirmed before guard selection.
GET,API/Marketing/listSuggestions/([^/]+)/([^/]+),»,\App\Modules\APIs\Controllers\ManagementAPIController::listSuggestions/$1/$2,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,OWNER_REVIEW_REQUIRED,Route ownership/caller must be confirmed before guard selection.
POST,API/Marketing,»,\App\Modules\APIs\Controllers\MarketingAPIController::index,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
