Module,Area,FeatureName,RoutePath,HttpMethod,ControllerClass,ControllerMethod,Category,Status,Description,IsUIPage,IsCronEndpoint,IsApiEndpoint,MenuLocation,Notes
APIs,Management,Management – Export Post Json,/API/Management/exportPostJson/(:num),GET,App\Modules\APIs\Controllers\ManagementController,exportPostJson,API / Backend,active,"Handles GET requests to `/API/Management/exportPostJson/(:num)` via App\Modules\APIs\Controllers\ManagementController::exportPostJson, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Fetch Alpha Vantage News For Trade Alerts,/API/Management/fetchAlphaVantageNewsForTradeAlerts,GET,App\Modules\APIs\Controllers\ManagementController,fetchAlphaVantageNewsForTradeAlerts,API / Backend,active,"Handles GET requests to `/API/Management/fetchAlphaVantageNewsForTradeAlerts` via App\Modules\APIs\Controllers\ManagementController::fetchAlphaVantageNewsForTradeAlerts, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Fetch Emails To Temp Scraper,/API/Management/fetchEmailsToTempScraper,GET,App\Modules\APIs\Controllers\ManagementController,fetchEmailsToTempScraper,API / Backend,active,"Handles GET requests to `/API/Management/fetchEmailsToTempScraper` via App\Modules\APIs\Controllers\ManagementController::fetchEmailsToTempScraper, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Fetch Latest Summaries,/API/Management/fetchLatestSummaries,GET,App\Modules\APIs\Controllers\ManagementController,fetchLatestSummaries,API / Backend,active,"Handles GET requests to `/API/Management/fetchLatestSummaries` via App\Modules\APIs\Controllers\ManagementController::fetchLatestSummaries, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Fetch Latest Summaries,/API/Management/fetchLatestSummaries,GET,App\Modules\APIs\Controllers\ManagementController,fetchLatestSummaries,API / Backend,active,"Handles GET requests to `/API/Management/fetchLatestSummaries` via App\Modules\APIs\Controllers\ManagementController::fetchLatestSummaries, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Fetch News Emails,/API/Management/fetchNewsEmails,GET,App\Modules\APIs\Controllers\ManagementController,fetchNewsEmails,API / Backend,active,"Handles GET requests to `/API/Management/fetchNewsEmails` via App\Modules\APIs\Controllers\ManagementController::fetchNewsEmails, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Generate Posts From Summary,/API/Management/generatePostsFromSummary,GET,App\Modules\APIs\Controllers\ManagementController,generatePostsFromSummary,API / Backend,active,"Handles GET requests to `/API/Management/generatePostsFromSummary` via App\Modules\APIs\Controllers\ManagementController::generatePostsFromSummary, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Generate Posts From Summary,/API/Management/generatePostsFromSummary/(:num),GET,App\Modules\APIs\Controllers\ManagementController,generatePostsFromSummary,API / Backend,active,"Handles GET requests to `/API/Management/generatePostsFromSummary/(:num)` via App\Modules\APIs\Controllers\ManagementController::generatePostsFromSummary, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Generate Voice Script Manually,/API/Management/generateVoiceScriptManually,GET,App\Modules\APIs\Controllers\ManagementController,generateVoiceScriptManually,API / Backend,active,"Handles GET requests to `/API/Management/generateVoiceScriptManually` via App\Modules\APIs\Controllers\ManagementController::generateVoiceScriptManually, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Generate Voice Script Manually,/API/Management/generateVoiceScriptManually,POST,App\Modules\APIs\Controllers\ManagementController,generateVoiceScriptManually,API / Backend,active,"Handles POST requests to `/API/Management/generateVoiceScriptManually` via App\Modules\APIs\Controllers\ManagementController::generateVoiceScriptManually, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Get Alerts,/API/Management/getAlerts,GET,App\Modules\APIs\Controllers\ManagementController,getAlerts,API / Backend,active,"Handles GET requests to `/API/Management/getAlerts` via App\Modules\APIs\Controllers\ManagementController::getAlerts, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Get Alerts,/API/Management/getAlerts,GET,App\Modules\APIs\Controllers\ManagementController,getAlerts,API / Backend,active,"Handles GET requests to `/API/Management/getAlerts` via App\Modules\APIs\Controllers\ManagementController::getAlerts, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Get Assets,/API/Management/getAssets,GET,App\Modules\APIs\Controllers\ManagementController,getAssets,API / Backend,active,"Handles GET requests to `/API/Management/getAssets` via App\Modules\APIs\Controllers\ManagementController::getAssets, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Get Assets,/API/Management/getAssets,GET,App\Modules\APIs\Controllers\ManagementController,getAssets,API / Backend,active,"Handles GET requests to `/API/Management/getAssets` via App\Modules\APIs\Controllers\ManagementController::getAssets, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Get News,/API/Management/getNews,GET,App\Modules\APIs\Controllers\ManagementController,getNews,API / Backend,active,"Handles GET requests to `/API/Management/getNews` via App\Modules\APIs\Controllers\ManagementController::getNews, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Get News,/API/Management/getNews,GET,App\Modules\APIs\Controllers\ManagementController,getNews,API / Backend,active,"Handles GET requests to `/API/Management/getNews` via App\Modules\APIs\Controllers\ManagementController::getNews, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Get Referrals,/API/Management/getReferrals,GET,App\Modules\APIs\Controllers\ManagementController,getReferrals,API / Backend,active,"Handles GET requests to `/API/Management/getReferrals` via App\Modules\APIs\Controllers\ManagementController::getReferrals, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Get Referrals,/API/Management/getReferrals,GET,App\Modules\APIs\Controllers\ManagementController,getReferrals,API / Backend,active,"Handles GET requests to `/API/Management/getReferrals` via App\Modules\APIs\Controllers\ManagementController::getReferrals, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Get Support,/API/Management/getSupport,GET,App\Modules\APIs\Controllers\ManagementController,getSupport,API / Backend,active,"Handles GET requests to `/API/Management/getSupport` via App\Modules\APIs\Controllers\ManagementController::getSupport, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Get Support,/API/Management/getSupport,GET,App\Modules\APIs\Controllers\ManagementController,getSupport,API / Backend,active,"Handles GET requests to `/API/Management/getSupport` via App\Modules\APIs\Controllers\ManagementController::getSupport, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Get Users,/API/Management/getUsers,GET,App\Modules\APIs\Controllers\ManagementController,getUsers,API / Backend,active,"Handles GET requests to `/API/Management/getUsers` via App\Modules\APIs\Controllers\ManagementController::getUsers, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Get Users,/API/Management/getUsers,GET,App\Modules\APIs\Controllers\ManagementController,getUsers,API / Backend,active,"Handles GET requests to `/API/Management/getUsers` via App\Modules\APIs\Controllers\ManagementController::getUsers, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Process All Trade Alerts,/API/Management/processAllTradeAlerts,GET,App\Modules\APIs\Controllers\ManagementController,processAllTradeAlerts,API / Backend,active,"Handles GET requests to `/API/Management/processAllTradeAlerts` via App\Modules\APIs\Controllers\ManagementController::processAllTradeAlerts, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Process All Trade Alerts,/API/Management/processAllTradeAlerts,POST,App\Modules\APIs\Controllers\ManagementController,processAllTradeAlerts,API / Backend,active,"Handles POST requests to `/API/Management/processAllTradeAlerts` via App\Modules\APIs\Controllers\ManagementController::processAllTradeAlerts, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Process Queued Emails,/API/Management/processQueuedEmails,GET,App\Modules\APIs\Controllers\ManagementController,processQueuedEmails,API / Backend,active,"Handles GET requests to `/API/Management/processQueuedEmails` via App\Modules\APIs\Controllers\ManagementController::processQueuedEmails, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Resend Activation Emails Batch,/API/Management/resendActivationEmailsBatch,GET,App\Modules\APIs\Controllers\ManagementController,resendActivationEmailsBatch,API / Backend,active,"Handles GET requests to `/API/Management/resendActivationEmailsBatch` via App\Modules\APIs\Controllers\ManagementController::resendActivationEmailsBatch, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Resend Activation Emails Batch Queued,/API/Management/resendActivationEmailsBatchQueued,GET,App\Modules\APIs\Controllers\ManagementController,resendActivationEmailsBatchQueued,API / Backend,active,"Handles GET requests to `/API/Management/resendActivationEmailsBatchQueued` via App\Modules\APIs\Controllers\ManagementController::resendActivationEmailsBatchQueued, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Run Cron Manually,/API/Management/runCronManually,GET,App\Modules\APIs\Controllers\ManagementController,runCronManually,API / Backend,cron-only,"Handles GET requests to `/API/Management/runCronManually` via App\Modules\APIs\Controllers\ManagementController::runCronManually, providing backend data/services for Management consumers.",false,true,true,APIs > Management,
APIs,Management,Management – Run Cron Manually,/API/Management/runCronManually,POST,App\Modules\APIs\Controllers\ManagementController,runCronManually,API / Backend,cron-only,"Handles POST requests to `/API/Management/runCronManually` via App\Modules\APIs\Controllers\ManagementController::runCronManually, providing backend data/services for Management consumers.",false,true,true,APIs > Management,
APIs,Management,Management – Run Daily Alpha Vantage Data Pipeline,/API/Management/runDailyAlphaVantageDataPipeline,GET,App\Modules\APIs\Controllers\ManagementController,runDailyAlphaVantageDataPipeline,API / Backend,active,"Handles GET requests to `/API/Management/runDailyAlphaVantageDataPipeline` via App\Modules\APIs\Controllers\ManagementController::runDailyAlphaVantageDataPipeline, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Run Daily Alpha Vantage Data Pipeline,/API/Management/runDailyAlphaVantageDataPipeline,POST,App\Modules\APIs\Controllers\ManagementController,runDailyAlphaVantageDataPipeline,API / Backend,active,"Handles POST requests to `/API/Management/runDailyAlphaVantageDataPipeline` via App\Modules\APIs\Controllers\ManagementController::runDailyAlphaVantageDataPipeline, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Scrape And Generate Todays Story From Inbox,/API/Management/scrapeAndGenerateTodaysStoryFromInbox,GET,App\Modules\APIs\Controllers\ManagementController,scrapeAndGenerateTodaysStoryFromInbox,API / Backend,active,"Handles GET requests to `/API/Management/scrapeAndGenerateTodaysStoryFromInbox` via App\Modules\APIs\Controllers\ManagementController::scrapeAndGenerateTodaysStoryFromInbox, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Scrape And Generate Todays Story From Inbox,/API/Management/scrapeAndGenerateTodaysStoryFromInbox,POST,App\Modules\APIs\Controllers\ManagementController,scrapeAndGenerateTodaysStoryFromInbox,API / Backend,active,"Handles POST requests to `/API/Management/scrapeAndGenerateTodaysStoryFromInbox` via App\Modules\APIs\Controllers\ManagementController::scrapeAndGenerateTodaysStoryFromInbox, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Send All Discord Alerts,/API/Management/sendAllDiscordAlerts,GET,App\Modules\APIs\Controllers\ManagementController,sendAllDiscordAlerts,API / Backend,active,"Handles GET requests to `/API/Management/sendAllDiscordAlerts` via App\Modules\APIs\Controllers\ManagementController::sendAllDiscordAlerts, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Send All Discord Alerts,/API/Management/sendAllDiscordAlerts,POST,App\Modules\APIs\Controllers\ManagementController,sendAllDiscordAlerts,API / Backend,active,"Handles POST requests to `/API/Management/sendAllDiscordAlerts` via App\Modules\APIs\Controllers\ManagementController::sendAllDiscordAlerts, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Send Test Activation Email,/API/Management/sendTestActivationEmail,GET,App\Modules\APIs\Controllers\ManagementController,sendTestActivationEmail,API / Backend,active,"Handles GET requests to `/API/Management/sendTestActivationEmail` via App\Modules\APIs\Controllers\ManagementController::sendTestActivationEmail, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Send To Zapier Manually,/API/Management/sendToZapierManually,GET,App\Modules\APIs\Controllers\ManagementController,sendToZapierManually,API / Backend,active,"Handles GET requests to `/API/Management/sendToZapierManually` via App\Modules\APIs\Controllers\ManagementController::sendToZapierManually, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Send To Zapier Manually,/API/Management/sendToZapierManually,POST,App\Modules\APIs\Controllers\ManagementController,sendToZapierManually,API / Backend,active,"Handles POST requests to `/API/Management/sendToZapierManually` via App\Modules\APIs\Controllers\ManagementController::sendToZapierManually, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Share Post,/API/Management/sharePost/(:num)/(:segment),GET,App\Modules\APIs\Controllers\ManagementController,sharePost,API / Backend,active,"Handles GET requests to `/API/Management/sharePost/(:num)/(:segment)` via App\Modules\APIs\Controllers\ManagementController::sharePost, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Trigger Post Autogen On Empty,/API/Management/triggerPostAutogenOnEmpty,GET,App\Modules\APIs\Controllers\ManagementController,triggerPostAutogenOnEmpty,API / Backend,active,"Handles GET requests to `/API/Management/triggerPostAutogenOnEmpty` via App\Modules\APIs\Controllers\ManagementController::triggerPostAutogenOnEmpty, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Trigger Post Autogen On Empty,/API/Management/triggerPostAutogenOnEmpty,POST,App\Modules\APIs\Controllers\ManagementController,triggerPostAutogenOnEmpty,API / Backend,active,"Handles POST requests to `/API/Management/triggerPostAutogenOnEmpty` via App\Modules\APIs\Controllers\ManagementController::triggerPostAutogenOnEmpty, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Update Market Data For Alerts,/API/Management/updateMarketDataForAlerts,GET,App\Modules\APIs\Controllers\ManagementController,updateMarketDataForAlerts,API / Backend,active,"Handles GET requests to `/API/Management/updateMarketDataForAlerts` via App\Modules\APIs\Controllers\ManagementController::updateMarketDataForAlerts, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Search,/API/Marketing/Search/(:segment)/(:any),GET,App\Modules\APIs\Controllers\ManagementController,index,API / Backend,active,"Handles GET requests to `/API/Marketing/Search/(:segment)/(:any)` via App\Modules\APIs\Controllers\ManagementController::index, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Compose Post,/API/Marketing/composePost,POST,App\Modules\APIs\Controllers\ManagementController,composePost,API / Backend,active,"Handles POST requests to `/API/Marketing/composePost` via App\Modules\APIs\Controllers\ManagementController::composePost, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Delete Platform,/API/Marketing/deletePlatform/(:num),DELETE,App\Modules\APIs\Controllers\ManagementController,deletePlatform,API / Backend,active,"Handles DELETE requests to `/API/Marketing/deletePlatform/(:num)` via App\Modules\APIs\Controllers\ManagementController::deletePlatform, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Delete Platform Rule,/API/Marketing/deletePlatformRule/(:num),DELETE,App\Modules\APIs\Controllers\ManagementController,deletePlatformRule,API / Backend,active,"Handles DELETE requests to `/API/Marketing/deletePlatformRule/(:num)` via App\Modules\APIs\Controllers\ManagementController::deletePlatformRule, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Delete Suggestion,/API/Marketing/deleteSuggestion/(:num),DELETE,App\Modules\APIs\Controllers\ManagementController,deleteSuggestion,API / Backend,active,"Handles DELETE requests to `/API/Marketing/deleteSuggestion/(:num)` via App\Modules\APIs\Controllers\ManagementController::deleteSuggestion, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Delete Taxonomy,/API/Marketing/deleteTaxonomy/(:num),DELETE,App\Modules\APIs\Controllers\ManagementController,deleteTaxonomy,API / Backend,active,"Handles DELETE requests to `/API/Marketing/deleteTaxonomy/(:num)` via App\Modules\APIs\Controllers\ManagementController::deleteTaxonomy, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Get Platform Rules,/API/Marketing/getPlatformRules/(:segment),GET,App\Modules\APIs\Controllers\ManagementController,getPlatformRules,API / Backend,active,"Handles GET requests to `/API/Marketing/getPlatformRules/(:segment)` via App\Modules\APIs\Controllers\ManagementController::getPlatformRules, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Get Platforms,/API/Marketing/getPlatforms,GET,App\Modules\APIs\Controllers\ManagementController,getPlatforms,API / Backend,active,"Handles GET requests to `/API/Marketing/getPlatforms` via App\Modules\APIs\Controllers\ManagementController::getPlatforms, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Get Posting Plan,/API/Marketing/getPostingPlan,POST,App\Modules\APIs\Controllers\ManagementController,getPostingPlan,API / Backend,active,"Handles POST requests to `/API/Marketing/getPostingPlan` via App\Modules\APIs\Controllers\ManagementController::getPostingPlan, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – List Suggestions,/API/Marketing/listSuggestions/(:segment)/(:segment),GET,App\Modules\APIs\Controllers\ManagementController,listSuggestions,API / Backend,active,"Handles GET requests to `/API/Marketing/listSuggestions/(:segment)/(:segment)` via App\Modules\APIs\Controllers\ManagementController::listSuggestions, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Save Platform,/API/Marketing/savePlatform,POST,App\Modules\APIs\Controllers\ManagementController,savePlatform,API / Backend,active,"Handles POST requests to `/API/Marketing/savePlatform` via App\Modules\APIs\Controllers\ManagementController::savePlatform, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Save Suggestion,/API/Marketing/saveSuggestion,POST,App\Modules\APIs\Controllers\ManagementController,saveSuggestion,API / Backend,active,"Handles POST requests to `/API/Marketing/saveSuggestion` via App\Modules\APIs\Controllers\ManagementController::saveSuggestion, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Save Taxonomy,/API/Marketing/saveTaxonomy,POST,App\Modules\APIs\Controllers\ManagementController,saveTaxonomy,API / Backend,active,"Handles POST requests to `/API/Marketing/saveTaxonomy` via App\Modules\APIs\Controllers\ManagementController::saveTaxonomy, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Search Taxonomy,/API/Marketing/searchTaxonomy,POST,App\Modules\APIs\Controllers\ManagementController,searchTaxonomy,API / Backend,active,"Handles POST requests to `/API/Marketing/searchTaxonomy` via App\Modules\APIs\Controllers\ManagementController::searchTaxonomy, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Management,Management – Upsert Platform Rule,/API/Marketing/upsertPlatformRule,POST,App\Modules\APIs\Controllers\ManagementController,upsertPlatformRule,API / Backend,active,"Handles POST requests to `/API/Marketing/upsertPlatformRule` via App\Modules\APIs\Controllers\ManagementController::upsertPlatformRule, providing backend data/services for Management consumers.",false,false,true,APIs > Management,
APIs,Marketing,Marketing – Force Generate From Temp,/API/Marketing/ForceGenerateFromTemp/(:num),GET,App\Modules\APIs\Controllers\MarketingController,ForceGenerateFromTemp,API / Backend,active,"Handles GET requests to `/API/Marketing/ForceGenerateFromTemp/(:num)` via App\Modules\APIs\Controllers\MarketingController::ForceGenerateFromTemp, providing backend data/services for Marketing consumers.",false,false,true,APIs > Marketing,
APIs,Marketing,Marketing – Generate From Similar,/API/Marketing/GenerateFromSimilar/(:num),GET,App\Modules\APIs\Controllers\MarketingController,generateFromSimilar,API / Backend,active,"Handles GET requests to `/API/Marketing/GenerateFromSimilar/(:num)` via App\Modules\APIs\Controllers\MarketingController::generateFromSimilar, providing backend data/services for Marketing consumers.",false,false,true,APIs > Marketing,
APIs,Marketing,Marketing – Submit Large Content Form,/API/Marketing/Large-Content/Form,GET,App\Modules\APIs\Controllers\MarketingController,submitLargeContentForm,API / Backend,active,"Handles GET requests to `/API/Marketing/Large-Content/Form` via App\Modules\APIs\Controllers\MarketingController::submitLargeContentForm, providing backend data/services for Marketing consumers.",false,false,true,APIs > Marketing,
APIs,Marketing,Marketing – Short Long Content Form,/API/Marketing/Manual-Content/Form,GET,App\Modules\APIs\Controllers\MarketingController,shortLongContentForm,API / Backend,active,"Handles GET requests to `/API/Marketing/Manual-Content/Form` via App\Modules\APIs\Controllers\MarketingController::shortLongContentForm, providing backend data/services for Marketing consumers.",false,false,true,APIs > Marketing,
APIs,Marketing,Marketing – View Timeline Grouped,/API/Marketing/Timeline,GET,App\Modules\APIs\Controllers\MarketingController,viewTimelineGrouped,API / Backend,active,"Handles GET requests to `/API/Marketing/Timeline` via App\Modules\APIs\Controllers\MarketingController::viewTimelineGrouped, providing backend data/services for Marketing consumers.",false,false,true,APIs > Marketing,
APIs,Marketing,Marketing – Timeline,/API/Marketing/Timeline/(:segment),GET,App\Modules\APIs\Controllers\MarketingController,timeline,API / Backend,active,"Handles GET requests to `/API/Marketing/Timeline/(:segment)` via App\Modules\APIs\Controllers\MarketingController::timeline, providing backend data/services for Marketing consumers.",false,false,true,APIs > Marketing,
APIs,Marketing,Marketing – Approve Buffer Item,/API/Marketing/approveBufferItem/(:num),POST,App\Modules\APIs\Controllers\MarketingController,approveBufferItem,API / Backend,active,"Handles POST requests to `/API/Marketing/approveBufferItem/(:num)` via App\Modules\APIs\Controllers\MarketingController::approveBufferItem, providing backend data/services for Marketing consumers.",false,false,true,APIs > Marketing,
APIs,Marketing,Marketing – Approve Post,/API/Marketing/approvePost/(:num),POST,App\Modules\APIs\Controllers\MarketingController,approvePost,API / Backend,active,"Handles POST requests to `/API/Marketing/approvePost/(:num)` via App\Modules\APIs\Controllers\MarketingController::approvePost, providing backend data/services for Marketing consumers.",false,false,true,APIs > Marketing,
APIs,Marketing,Marketing – Auto Schedule Next Approved,/API/Marketing/autoScheduleNextApproved,POST,App\Modules\APIs\Controllers\MarketingController,autoScheduleNextApproved,API / Backend,active,"Handles POST requests to `/API/Marketing/autoScheduleNextApproved` via App\Modules\APIs\Controllers\MarketingController::autoScheduleNextApproved, providing backend data/services for Marketing consumers.",false,false,true,APIs > Marketing,
APIs,Marketing,Marketing – Cron Analyze Content,/API/Marketing/cronAnalyzeContent,GET,App\Modules\APIs\Controllers\MarketingController,cronAnalyzeContent,API / Backend,cron-only,"Handles GET requests to `/API/Marketing/cronAnalyzeContent` via App\Modules\APIs\Controllers\MarketingController::cronAnalyzeContent, providing backend data/services for Marketing consumers.",false,true,true,APIs > Marketing,
APIs,Marketing,Marketing – Cron Auto Publish Grouped Digest,/API/Marketing/cronAutoPublishGroupedDigest,GET,App\Modules\APIs\Controllers\MarketingController,cronAutoPublishGroupedDigest,API / Backend,cron-only,"Handles GET requests to `/API/Marketing/cronAutoPublishGroupedDigest` via App\Modules\APIs\Controllers\MarketingController::cronAutoPublishGroupedDigest, providing backend data/services for Marketing consumers.",false,true,true,APIs > Marketing,
APIs,Marketing,Marketing – Cron Fetch And Generate News,/API/Marketing/cronFetchAndGenerateNews,GET,App\Modules\APIs\Controllers\MarketingController,cronFetchAndGenerateNews,API / Backend,cron-only,"Handles GET requests to `/API/Marketing/cronFetchAndGenerateNews` via App\Modules\APIs\Controllers\MarketingController::cronFetchAndGenerateNews, providing backend data/services for Marketing consumers.",false,true,true,APIs > Marketing,
APIs,Marketing,Marketing – Cron Fetch Inbox,/API/Marketing/cronFetchInbox,GET,App\Modules\APIs\Controllers\MarketingController,cronFetchInbox,API / Backend,cron-only,"Handles GET requests to `/API/Marketing/cronFetchInbox` via App\Modules\APIs\Controllers\MarketingController::cronFetchInbox, providing backend data/services for Marketing consumers.",false,true,true,APIs > Marketing,
APIs,Marketing,Marketing – Cron Fetch Marketing Emails,/API/Marketing/cronFetchMarketingEmails,GET,App\Modules\APIs\Controllers\MarketingController,cronFetchMarketingEmails,API / Backend,cron-only,"Handles GET requests to `/API/Marketing/cronFetchMarketingEmails` via App\Modules\APIs\Controllers\MarketingController::cronFetchMarketingEmails, providing backend data/services for Marketing consumers.",false,true,true,APIs > Marketing,
APIs,Marketing,Marketing – Cron Process Smsmarketing Ideas,/API/Marketing/cronProcessSMSMarketingIdeas,GET,App\Modules\APIs\Controllers\MarketingController,cronProcessSMSMarketingIdeas,API / Backend,cron-only,"Handles GET requests to `/API/Marketing/cronProcessSMSMarketingIdeas` via App\Modules\APIs\Controllers\MarketingController::cronProcessSMSMarketingIdeas, providing backend data/services for Marketing consumers.",false,true,true,APIs > Marketing,
APIs,Marketing,Marketing – Delete Scrape,/API/Marketing/deleteScrape/(:num),DELETE,App\Modules\APIs\Controllers\MarketingController,deleteScrape,API / Backend,active,"Handles DELETE requests to `/API/Marketing/deleteScrape/(:num)` via App\Modules\APIs\Controllers\MarketingController::deleteScrape, providing backend data/services for Marketing consumers.",false,false,true,APIs > Marketing,
APIs,Marketing,Marketing – Distribute High Score Content,/API/Marketing/distributeHighScoreContent,GET,App\Modules\APIs\Controllers\MarketingController,distributeHighScoreContent,API / Backend,active,"Handles GET requests to `/API/Marketing/distributeHighScoreContent` via App\Modules\APIs\Controllers\MarketingController::distributeHighScoreContent, providing backend data/services for Marketing consumers.",false,false,true,APIs > Marketing,
APIs,Marketing,Marketing – Download Voiceover,/API/Marketing/downloadVoiceover/(:any),GET,App\Modules\APIs\Controllers\MarketingController,downloadVoiceover,API / Backend,active,"Handles GET requests to `/API/Marketing/downloadVoiceover/(:any)` via App\Modules\APIs\Controllers\MarketingController::downloadVoiceover, providing backend data/services for Marketing consumers.",false,false,true,APIs > Marketing,
APIs,Marketing,Marketing – Email Post For Approval,/API/Marketing/emailPostForApproval/(:num),GET,App\Modules\APIs\Controllers\MarketingController,emailPostForApproval,API / Backend,active,"Handles GET requests to `/API/Marketing/emailPostForApproval/(:num)` via App\Modules\APIs\Controllers\MarketingController::emailPostForApproval, providing backend data/services for Marketing consumers.",false,false,true,APIs > Marketing,
APIs,Marketing,Marketing – Fetch Buffer Paginated,/API/Marketing/fetchBufferPaginated,GET,App\Modules\APIs\Controllers\MarketingController,fetchBufferPaginated,API / Backend,active,"Handles GET requests to `/API/Marketing/fetchBufferPaginated` via App\Modules\APIs\Controllers\MarketingController::fetchBufferPaginated, providing backend data/services for Marketing consumers.",false,false,true,APIs > Marketing,
APIs,Marketing,Marketing – Fetch Finalized Summaries Block,/API/Marketing/fetchFinalizedSummariesBlock,GET,App\Modules\APIs\Controllers\MarketingController,fetchFinalizedSummariesBlock,API / Backend,active,"Handles GET requests to `/API/Marketing/fetchFinalizedSummariesBlock` via App\Modules\APIs\Controllers\MarketingController::fetchFinalizedSummariesBlock, providing backend data/services for Marketing consumers.",false,false,true,APIs > Marketing,
APIs,Marketing,Marketing – Fetch Generated Summaries,/API/Marketing/fetchGeneratedSummaries,GET,App\Modules\APIs\Controllers\MarketingController,fetchGeneratedSummaries,API / Backend,active,"Handles GET requests to `/API/Marketing/fetchGeneratedSummaries` via App\Modules\APIs\Controllers\MarketingController::fetchGeneratedSummaries, providing backend data/services for Marketing consumers.",false,false,true,APIs > Marketing,
APIs,Marketing,Marketing – Fetch Generated Summaries Block,/API/Marketing/fetchGeneratedSummariesBlock,GET,App\Modules\APIs\Controllers\MarketingController,fetchGeneratedSummariesBlock,API / Backend,active,"Handles GET requests to `/API/Marketing/fetchGeneratedSummariesBlock` via App\Modules\APIs\Controllers\MarketingController::fetchGeneratedSummariesBlock, providing backend data/services for Marketing consumers.",false,false,true,APIs > Marketing,
